object;date/time;1;2;3;
2;30.01.23 00:00:00;6.52;12.12;6.06;
2;31.01.23 00:00:00;6.52;12.12;6.06;
2;01.02.23 00:00:00;6.52;12.12;6.06;
2;02.02.23 00:00:00;6.52;12.12;6.06;
2;03.02.23 00:00:00;6.52;12.12;6.06;
2;04.02.23 00:00:00;6.52;12.12;6.06;
2;05.02.23 00:00:00;6.52;12.12;6.06;
2;06.02.23 00:00:00;6.52;12.12;6.06;
2;07.02.23 00:00:00;6.52;12.12;6.06;
2;08.02.23 00:00:00;6.52;12.12;6.06;
2;09.02.23 00:00:00;6.52;12.12;6.06;
2;10.02.23 00:00:00;6.52;12.12;6.06;
2;11.02.23 00:00:00;6.52;12.12;6.06;
2;12.02.23 00:00:00;6.52;12.12;6.06;
2;13.02.23 00:00:00;6.52;12.12;6.06;
2;14.02.23 00:00:00;6.52;12.12;6.06;
2;15.02.23 00:00:00;6.52;12.12;6.06;
2;16.02.23 00:00:00;6.52;12.12;6.06;
2;17.02.23 00:00:00;6.52;12.12;6.06;
2;18.02.23 00:00:00;6.52;12.12;6.06;
2;19.02.23 00:00:00;6.52;12.12;6.06;
2;20.02.23 00:00:00;6.52;12.12;6.06;
2;21.02.23 00:00:00;6.52;12.12;6.06;
2;22.02.23 00:00:00;6.52;12.12;6.06;
2;23.02.23 00:00:00;6.52;12.12;6.06;
2;24.02.23 00:00:00;6.52;12.12;6.06;
2;25.02.23 00:00:00;6.52;12.12;6.06;
2;26.02.23 00:00:00;6.52;12.12;6.06;
2;27.02.23 00:00:00;6.52;12.12;6.06;
2;28.02.23 00:00:00;6.52;12.12;6.06;
2;01.03.23 00:00:00;6.52;12.12;6.06;
2;02.03.23 00:00:00;6.52;12.12;6.06;
2;03.03.23 00:00:00;6.52;12.12;6.06;
2;04.03.23 00:00:00;6.52;12.12;6.06;
2;05.03.23 00:00:00;6.52;12.12;6.06;
2;06.03.23 00:00:00;6.52;12.12;6.06;
2;07.03.23 00:00:00;6.52;12.12;6.06;
2;08.03.23 00:00:00;6.52;12.12;6.06;
2;09.03.23 00:00:00;6.52;12.12;6.06;
2;10.03.23 00:00:00;6.52;12.12;6.06;
2;11.03.23 00:00:00;6.52;12.12;6.06;
2;12.03.23 00:00:00;6.52;12.12;6.06;
2;13.03.23 00:00:00;6.52;12.12;6.06;
2;14.03.23 00:00:00;6.52;12.12;6.06;
2;15.03.23 00:00:00;6.52;12.12;6.06;
2;16.03.23 00:00:00;6.52;12.12;6.06;
2;17.03.23 00:00:00;6.52;12.12;6.06;
2;18.03.23 00:00:00;6.52;12.12;6.06;
2;19.03.23 00:00:00;6.52;12.12;6.06;
2;20.03.23 00:00:00;6.52;12.12;6.06;
2;21.03.23 00:00:00;6.52;12.12;6.06;
2;22.03.23 00:00:00;6.52;12.12;6.06;
2;23.03.23 00:00:00;6.52;12.12;6.06;
2;24.03.23 00:00:00;6.52;12.12;6.06;
2;25.03.23 00:00:00;6.52;12.12;6.06;
2;26.03.23 00:00:00;6.52;12.12;6.06;
2;27.03.23 01:00:00;6.52;12.12;6.06;
2;28.03.23 01:00:00;6.52;12.12;6.06;
2;29.03.23 01:00:00;6.52;12.12;6.06;
2;30.03.23 01:00:00;6.52;12.12;6.06;
2;31.03.23 01:00:00;6.52;12.12;6.06;
2;01.04.23 01:00:00;6.52;12.12;6.06;
2;02.04.23 01:00:00;6.52;12.12;6.06;
2;03.04.23 01:00:00;6.52;12.12;6.06;
2;04.04.23 01:00:00;6.52;12.12;6.06;
2;05.04.23 01:00:00;6.52;12.12;6.06;
2;06.04.23 01:00:00;6.52;12.12;6.06;
2;07.04.23 01:00:00;6.52;12.12;6.06;
2;08.04.23 01:00:00;6.52;12.12;6.06;
2;09.04.23 01:00:00;6.52;12.12;6.06;
2;10.04.23 01:00:00;6.52;12.12;6.06;
2;11.04.23 01:00:00;6.52;12.12;6.06;
2;12.04.23 01:00:00;6.52;12.12;6.06;
2;13.04.23 01:00:00;6.52;12.12;6.06;
2;14.04.23 01:00:00;6.52;12.12;6.06;
2;15.04.23 01:00:00;6.52;12.12;6.06;
2;16.04.23 01:00:00;6.52;12.12;6.06;
2;17.04.23 01:00:00;6.52;12.12;6.06;
2;18.04.23 01:00:00;6.52;12.12;6.06;
2;19.04.23 01:00:00;6.52;12.12;6.06;
2;20.04.23 01:00:00;6.52;12.12;6.06;
2;21.04.23 01:00:00;6.52;12.12;6.06;
2;22.04.23 01:00:00;6.52;12.12;6.06;
2;23.04.23 01:00:00;6.52;12.12;6.06;
2;24.04.23 01:00:00;6.52;12.12;6.06;
2;25.04.23 01:00:00;6.52;12.12;6.06;
2;26.04.23 01:00:00;6.52;12.12;6.06;
2;27.04.23 01:00:00;6.52;12.12;6.06;
2;28.04.23 01:00:00;6.52;12.12;6.06;
2;29.04.23 01:00:00;6.52;12.12;6.06;
2;30.04.23 01:00:00;6.52;12.12;6.06;
2;01.05.23 01:00:00;6.52;12.12;6.06;
2;02.05.23 01:00:00;6.52;12.12;6.06;
2;03.05.23 01:00:00;6.52;12.12;6.06;
2;04.05.23 01:00:00;6.52;12.12;6.06;
2;05.05.23 01:00:00;6.52;12.12;6.06;
2;06.05.23 01:00:00;6.52;12.12;6.06;
2;07.05.23 01:00:00;6.52;12.12;6.06;
2;08.05.23 01:00:00;6.52;12.12;6.06;
2;09.05.23 01:00:00;6.52;12.12;6.06;
2;10.05.23 01:00:00;6.52;12.12;6.06;
2;11.05.23 01:00:00;6.52;12.12;6.06;
2;12.05.23 01:00:00;6.52;12.12;6.06;
2;13.05.23 01:00:00;6.52;12.12;6.06;
2;14.05.23 01:00:00;6.52;12.12;6.06;
2;15.05.23 01:00:00;6.52;12.12;6.06;
2;16.05.23 01:00:00;6.52;12.12;6.06;
2;17.05.23 01:00:00;6.52;12.12;6.06;
2;18.05.23 01:00:00;6.52;12.12;6.06;
2;19.05.23 01:00:00;6.52;12.12;6.06;
2;20.05.23 01:00:00;6.52;12.12;6.06;
2;21.05.23 01:00:00;6.52;12.12;6.06;
2;22.05.23 01:00:00;6.52;12.12;6.06;
2;23.05.23 01:00:00;6.52;12.12;6.06;
2;24.05.23 01:00:00;6.52;12.12;6.06;
2;25.05.23 01:00:00;6.52;12.12;6.06;
2;26.05.23 01:00:00;6.52;12.12;6.06;
2;27.05.23 01:00:00;6.52;12.12;6.06;
2;28.05.23 01:00:00;6.52;12.12;6.06;
2;29.05.23 01:00:00;6.52;12.12;6.06;
2;30.05.23 01:00:00;6.52;12.12;6.06;
2;31.05.23 01:00:00;6.52;12.12;6.06;
2;01.06.23 01:00:00;6.52;12.12;6.06;
2;02.06.23 01:00:00;6.52;12.12;6.06;
2;03.06.23 01:00:00;6.52;12.12;6.06;
2;04.06.23 01:00:00;6.52;12.12;6.06;
2;05.06.23 01:00:00;6.52;12.12;6.06;
2;06.06.23 01:00:00;6.52;12.12;6.06;
2;07.06.23 01:00:00;6.52;12.12;6.06;
2;08.06.23 01:00:00;6.52;12.12;6.06;
2;09.06.23 01:00:00;6.52;12.12;6.06;
2;10.06.23 01:00:00;6.52;12.12;6.06;
2;11.06.23 01:00:00;6.52;12.12;6.06;
2;12.06.23 01:00:00;6.52;12.12;6.06;
2;13.06.23 01:00:00;6.52;12.12;6.06;
2;14.06.23 01:00:00;6.52;12.12;6.06;
2;15.06.23 01:00:00;6.52;12.12;6.06;
2;16.06.23 01:00:00;6.52;12.12;6.06;
2;17.06.23 01:00:00;6.52;12.12;6.06;
2;18.06.23 01:00:00;6.52;12.12;6.06;
2;19.06.23 01:00:00;6.52;12.12;6.06;
2;20.06.23 01:00:00;6.52;12.12;6.06;
2;21.06.23 01:00:00;6.52;12.12;6.06;
2;22.06.23 01:00:00;6.52;12.12;6.06;
2;23.06.23 01:00:00;6.52;12.12;6.06;
2;24.06.23 01:00:00;6.52;12.12;6.06;
2;25.06.23 01:00:00;6.52;12.12;6.06;
2;26.06.23 01:00:00;6.52;12.12;6.06;
2;27.06.23 01:00:00;6.52;12.12;6.06;
2;28.06.23 01:00:00;6.52;12.12;6.06;
2;29.06.23 01:00:00;6.52;12.12;6.06;
2;30.06.23 01:00:00;6.52;12.12;6.06;
2;01.07.23 01:00:00;6.52;12.12;6.06;
2;02.07.23 01:00:00;6.52;12.12;6.06;
2;03.07.23 01:00:00;6.52;12.12;6.06;
2;04.07.23 01:00:00;6.52;12.12;6.06;
2;05.07.23 01:00:00;6.52;12.12;6.06;
2;06.07.23 01:00:00;6.52;12.12;6.06;
2;07.07.23 01:00:00;6.52;12.12;6.06;
2;08.07.23 01:00:00;6.52;12.12;6.06;
2;09.07.23 01:00:00;6.52;12.12;6.06;
2;10.07.23 01:00:00;6.52;12.12;6.06;
2;11.07.23 01:00:00;6.52;12.12;6.06;
2;12.07.23 01:00:00;6.52;12.12;6.06;
2;13.07.23 01:00:00;6.52;12.12;6.06;
2;14.07.23 01:00:00;6.52;12.12;6.06;
2;15.07.23 01:00:00;6.52;12.12;6.06;
2;16.07.23 01:00:00;6.52;12.12;6.06;
2;17.07.23 01:00:00;6.52;12.12;6.06;
2;18.07.23 01:00:00;6.52;12.12;6.06;
2;19.07.23 01:00:00;6.52;12.12;6.06;
2;20.07.23 01:00:00;6.52;12.12;6.06;
2;21.07.23 01:00:00;6.52;12.12;6.06;
2;22.07.23 01:00:00;6.52;12.12;6.06;
2;23.07.23 01:00:00;6.52;12.12;6.06;
2;24.07.23 01:00:00;6.52;12.12;6.06;
2;25.07.23 01:00:00;6.52;12.12;6.06;
2;26.07.23 01:00:00;6.52;12.12;6.06;
2;27.07.23 01:00:00;6.52;12.12;6.06;
2;28.07.23 01:00:00;6.52;12.12;6.06;
2;29.07.23 01:00:00;6.52;12.12;6.06;
2;30.07.23 01:00:00;6.52;12.12;6.06;
2;31.07.23 01:00:00;6.52;12.12;6.06;
2;01.08.23 01:00:00;6.52;12.12;6.06;
2;02.08.23 01:00:00;6.52;12.12;6.06;
2;03.08.23 01:00:00;6.52;12.12;6.06;
2;04.08.23 01:00:00;6.52;12.12;6.06;
2;05.08.23 01:00:00;6.52;12.12;6.06;
2;06.08.23 01:00:00;6.52;12.12;6.06;
2;07.08.23 01:00:00;6.52;12.12;6.06;
2;08.08.23 01:00:00;6.52;12.12;6.06;
2;09.08.23 01:00:00;6.52;12.12;6.06;
2;10.08.23 01:00:00;6.52;12.12;6.06;
2;11.08.23 01:00:00;6.52;12.12;6.06;
2;12.08.23 01:00:00;6.52;12.12;6.06;
2;13.08.23 01:00:00;6.52;12.12;6.06;
2;14.08.23 01:00:00;6.52;12.12;6.06;
2;15.08.23 01:00:00;6.52;12.12;6.06;
2;16.08.23 01:00:00;6.52;12.12;6.06;
2;17.08.23 01:00:00;6.52;12.12;6.06;
2;18.08.23 01:00:00;6.52;12.12;6.06;
2;19.08.23 01:00:00;6.52;12.12;6.06;
2;20.08.23 01:00:00;6.52;12.12;6.06;
2;21.08.23 01:00:00;6.52;12.12;6.06;
2;22.08.23 01:00:00;6.52;12.12;6.06;
2;23.08.23 01:00:00;6.52;12.12;6.06;
2;24.08.23 01:00:00;6.52;12.12;6.06;
2;25.08.23 01:00:00;6.52;12.12;6.06;
2;26.08.23 01:00:00;6.52;12.12;6.06;
2;27.08.23 01:00:00;6.52;12.12;6.06;
2;28.08.23 01:00:00;6.52;12.12;6.06;
2;29.08.23 01:00:00;6.52;12.12;6.06;
2;30.08.23 01:00:00;6.52;12.12;6.06;
2;31.08.23 01:00:00;6.52;12.12;6.06;
2;01.09.23 01:00:00;6.52;12.12;6.06;
2;02.09.23 01:00:00;6.52;12.12;6.06;
2;03.09.23 01:00:00;6.52;12.12;6.06;
2;04.09.23 01:00:00;6.52;12.12;6.06;
2;05.09.23 01:00:00;6.52;12.12;6.06;
2;06.09.23 01:00:00;6.52;12.12;6.06;
2;07.09.23 01:00:00;6.52;12.12;6.06;
2;08.09.23 01:00:00;6.52;12.12;6.06;
2;09.09.23 01:00:00;6.52;12.12;6.06;
2;10.09.23 01:00:00;6.52;12.12;6.06;
2;11.09.23 01:00:00;6.52;12.12;6.06;
2;12.09.23 01:00:00;6.52;12.12;6.06;
2;13.09.23 01:00:00;6.52;12.12;6.06;
2;14.09.23 01:00:00;6.52;12.12;6.06;
2;15.09.23 01:00:00;6.52;12.12;6.06;
2;16.09.23 01:00:00;6.52;12.12;6.06;
2;17.09.23 01:00:00;6.52;12.12;6.06;
2;18.09.23 01:00:00;6.52;12.12;6.06;
2;19.09.23 01:00:00;6.52;12.12;6.06;
2;20.09.23 01:00:00;6.52;12.12;6.06;
2;21.09.23 01:00:00;6.52;12.12;6.06;
2;22.09.23 01:00:00;6.52;12.12;6.06;
2;23.09.23 01:00:00;6.52;12.12;6.06;
2;24.09.23 01:00:00;6.52;12.12;6.06;
2;25.09.23 01:00:00;6.52;12.12;6.06;
2;26.09.23 01:00:00;6.52;12.12;6.06;
2;27.09.23 01:00:00;6.52;12.12;6.06;
2;28.09.23 01:00:00;6.52;12.12;6.06;
2;29.09.23 01:00:00;6.52;12.12;6.06;
2;30.09.23 01:00:00;6.52;12.12;6.06;
2;01.10.23 01:00:00;6.52;12.12;6.06;
2;02.10.23 01:00:00;6.52;12.12;6.06;
2;03.10.23 01:00:00;6.52;12.12;6.06;
2;04.10.23 01:00:00;6.52;12.12;6.06;
2;05.10.23 01:00:00;6.52;12.12;6.06;
2;06.10.23 01:00:00;6.52;12.12;6.06;
2;07.10.23 01:00:00;6.52;12.12;6.06;
2;08.10.23 01:00:00;6.52;12.12;6.06;
2;09.10.23 01:00:00;6.52;12.12;6.06;
2;10.10.23 01:00:00;6.52;12.12;6.06;
2;11.10.23 01:00:00;6.52;12.12;6.06;
2;12.10.23 01:00:00;6.52;12.12;6.06;
2;13.10.23 01:00:00;6.52;12.12;6.06;
2;14.10.23 01:00:00;6.52;12.12;6.06;
2;15.10.23 01:00:00;6.52;12.12;6.06;
2;16.10.23 01:00:00;6.52;12.12;6.06;
2;17.10.23 01:00:00;6.52;12.12;6.06;
2;18.10.23 01:00:00;6.52;12.12;6.06;
2;19.10.23 01:00:00;6.52;12.12;6.06;
2;20.10.23 01:00:00;6.52;12.12;6.06;
2;21.10.23 01:00:00;6.52;12.12;6.06;
2;22.10.23 01:00:00;6.52;12.12;6.06;
2;23.10.23 01:00:00;6.52;12.12;6.06;
2;24.10.23 01:00:00;6.52;12.12;6.06;
2;25.10.23 01:00:00;6.52;12.12;6.06;
2;26.10.23 01:00:00;6.52;12.12;6.06;
2;27.10.23 01:00:00;6.52;12.12;6.06;
2;28.10.23 01:00:00;6.52;12.12;6.06;
2;29.10.23 01:00:00;6.52;12.12;6.06;
2;30.10.23 00:00:00;6.52;12.12;6.06;
2;31.10.23 00:00:00;6.52;12.12;6.06;
2;01.11.23 00:00:00;6.52;12.12;6.06;
2;02.11.23 00:00:00;6.52;12.12;6.06;
2;03.11.23 00:00:00;6.52;12.12;6.06;
2;04.11.23 00:00:00;6.52;12.12;6.06;
2;05.11.23 00:00:00;6.52;12.12;6.06;
2;06.11.23 00:00:00;6.52;12.12;6.06;
2;07.11.23 00:00:00;6.52;12.12;6.06;
2;08.11.23 00:00:00;6.52;12.12;6.06;
2;09.11.23 00:00:00;6.52;12.12;6.06;
2;10.11.23 00:00:00;6.52;12.12;6.06;
2;11.11.23 00:00:00;6.52;12.12;6.06;
2;12.11.23 00:00:00;6.52;12.12;6.06;
2;13.11.23 00:00:00;6.52;12.12;6.06;
2;14.11.23 00:00:00;6.52;12.12;6.06;
2;15.11.23 00:00:00;6.52;12.12;6.06;
2;16.11.23 00:00:00;6.52;12.12;6.06;
2;17.11.23 00:00:00;6.52;12.12;6.06;
2;18.11.23 00:00:00;6.52;12.12;6.06;
2;19.11.23 00:00:00;6.52;12.12;6.06;
2;20.11.23 00:00:00;6.52;12.12;6.06;
2;21.11.23 00:00:00;6.52;12.12;6.06;
2;22.11.23 00:00:00;6.52;12.12;6.06;
2;23.11.23 00:00:00;6.52;12.12;6.06;
2;24.11.23 00:00:00;6.52;12.12;6.06;
2;25.11.23 00:00:00;6.52;12.12;6.06;
2;26.11.23 00:00:00;6.52;12.12;6.06;
2;27.11.23 00:00:00;6.52;12.12;6.06;
2;28.11.23 00:00:00;6.52;12.12;6.06;
2;29.11.23 00:00:00;6.52;12.12;6.06;
2;30.11.23 00:00:00;6.52;12.12;6.06;
2;01.12.23 00:00:00;6.52;12.12;6.06;
2;02.12.23 00:00:00;6.52;12.12;6.06;
2;03.12.23 00:00:00;6.52;12.12;6.06;
2;04.12.23 00:00:00;6.52;12.12;6.06;
2;05.12.23 00:00:00;6.52;12.12;6.06;
2;06.12.23 00:00:00;6.52;12.12;6.06;
2;07.12.23 00:00:00;6.52;12.12;6.06;
2;08.12.23 00:00:00;6.52;12.12;6.06;
2;09.12.23 00:00:00;6.52;12.12;6.06;
2;10.12.23 00:00:00;6.52;12.12;6.06;
2;11.12.23 00:00:00;6.52;12.12;6.06;
2;12.12.23 00:00:00;6.52;12.12;6.06;
2;13.12.23 00:00:00;6.52;12.12;6.06;
2;14.12.23 00:00:00;6.52;12.12;6.06;
2;15.12.23 00:00:00;6.52;12.12;6.06;
2;16.12.23 00:00:00;6.52;12.12;6.06;
2;17.12.23 00:00:00;6.52;12.12;6.06;
2;18.12.23 00:00:00;6.52;12.12;6.06;
2;19.12.23 00:00:00;6.52;12.12;6.06;
2;20.12.23 00:00:00;6.52;12.12;6.06;
2;21.12.23 00:00:00;6.52;12.12;6.06;
2;22.12.23 00:00:00;6.52;12.12;6.06;
2;23.12.23 00:00:00;6.52;12.12;6.06;
2;24.12.23 00:00:00;6.52;12.12;6.06;
2;25.12.23 00:00:00;6.52;12.12;6.06;
2;26.12.23 00:00:00;6.52;12.12;6.06;
2;27.12.23 00:00:00;6.52;12.12;6.06;
2;28.12.23 00:00:00;6.52;12.12;6.06;
2;29.12.23 00:00:00;6.52;12.12;6.06;
2;30.12.23 00:00:00;6.52;12.12;6.06;
2;31.12.23 00:00:00;6.52;12.12;6.06;
2;01.01.24 00:00:00;6.52;12.12;6.06;
3;01.11.22 00:00:00;6.52;12.12;6.06;
3;02.11.22 00:00:00;6.52;12.12;6.06;
3;03.11.22 00:00:00;6.52;12.12;6.06;
3;04.11.22 00:00:00;6.52;12.12;6.06;
3;05.11.22 00:00:00;6.52;12.12;6.06;
3;06.11.22 00:00:00;6.52;12.12;6.06;
3;07.11.22 00:00:00;6.52;12.12;6.06;
3;08.11.22 00:00:00;6.52;12.12;6.06;
3;09.11.22 00:00:00;6.52;12.12;6.06;
3;10.11.22 00:00:00;6.52;12.12;6.06;
3;11.11.22 00:00:00;6.52;12.12;6.06;
3;12.11.22 00:00:00;6.52;12.12;6.06;
3;13.11.22 00:00:00;6.52;12.12;6.06;
3;14.11.22 00:00:00;6.52;12.12;6.06;
3;15.11.22 00:00:00;6.52;12.12;6.06;
3;16.11.22 00:00:00;6.52;12.12;6.06;
3;17.11.22 00:00:00;6.52;12.12;6.06;
3;18.11.22 00:00:00;6.52;12.12;6.06;
3;19.11.22 00:00:00;6.52;12.12;6.06;
3;20.11.22 00:00:00;6.52;12.12;6.06;
3;21.11.22 00:00:00;6.52;12.12;6.06;
3;22.11.22 00:00:00;6.52;12.12;6.06;
3;23.11.22 00:00:00;6.52;12.12;6.06;
3;24.11.22 00:00:00;6.52;12.12;6.06;
3;25.11.22 00:00:00;6.52;12.12;6.06;
3;26.11.22 00:00:00;6.52;12.12;6.06;
3;27.11.22 00:00:00;6.52;12.12;6.06;
3;28.11.22 00:00:00;6.52;12.12;6.06;
3;29.11.22 00:00:00;6.52;12.12;6.06;
3;30.11.22 00:00:00;6.52;12.12;6.06;
3;01.12.22 00:00:00;6.52;12.12;6.06;
3;02.12.22 00:00:00;6.52;12.12;6.06;
3;03.12.22 00:00:00;6.52;12.12;6.06;
3;04.12.22 00:00:00;6.52;12.12;6.06;
3;05.12.22 00:00:00;6.52;12.12;6.06;
3;06.12.22 00:00:00;6.52;12.12;6.06;
3;07.12.22 00:00:00;6.52;12.12;6.06;
3;08.12.22 00:00:00;6.52;12.12;6.06;
3;09.12.22 00:00:00;6.52;12.12;6.06;
3;10.12.22 00:00:00;6.52;12.12;6.06;
3;11.12.22 00:00:00;6.52;12.12;6.06;
3;12.12.22 00:00:00;6.52;12.12;6.06;
3;13.12.22 00:00:00;6.52;12.12;6.06;
3;14.12.22 00:00:00;6.52;12.12;6.06;
3;15.12.22 00:00:00;6.52;12.12;6.06;
3;16.12.22 00:00:00;6.52;12.12;6.06;
3;17.12.22 00:00:00;6.52;12.12;6.06;
3;18.12.22 00:00:00;6.52;12.12;6.06;
3;19.12.22 00:00:00;6.52;12.12;6.06;
3;20.12.22 00:00:00;6.52;12.12;6.06;
3;21.12.22 00:00:00;6.52;12.12;6.06;
3;22.12.22 00:00:00;6.52;12.12;6.06;
3;23.12.22 00:00:00;6.52;12.12;6.06;
3;24.12.22 00:00:00;6.52;12.12;6.06;
3;25.12.22 00:00:00;6.52;12.12;6.06;
3;26.12.22 00:00:00;6.52;12.12;6.06;
3;27.12.22 00:00:00;6.52;12.12;6.06;
3;28.12.22 00:00:00;6.52;12.12;6.06;
3;29.12.22 00:00:00;6.52;12.12;6.06;
3;30.12.22 00:00:00;6.52;12.12;6.06;
3;31.12.22 00:00:00;6.52;12.12;6.06;
3;01.01.23 00:00:00;6.52;12.12;6.06;
3;02.01.23 00:00:00;6.52;12.12;6.06;
3;03.01.23 00:00:00;6.52;12.12;6.06;
3;04.01.23 00:00:00;6.52;12.12;6.06;
3;05.01.23 00:00:00;6.52;12.12;6.06;
3;06.01.23 00:00:00;6.52;12.12;6.06;
3;07.01.23 00:00:00;6.52;12.12;6.06;
3;08.01.23 00:00:00;6.52;12.12;6.06;
3;09.01.23 00:00:00;6.52;12.12;6.06;
3;10.01.23 00:00:00;6.52;12.12;6.06;
3;11.01.23 00:00:00;6.52;12.12;6.06;
3;12.01.23 00:00:00;6.52;12.12;6.06;
3;13.01.23 00:00:00;6.52;12.12;6.06;
3;14.01.23 00:00:00;6.52;12.12;6.06;
3;15.01.23 00:00:00;6.52;12.12;6.06;
3;16.01.23 00:00:00;6.52;12.12;6.06;
3;17.01.23 00:00:00;6.52;12.12;6.06;
3;18.01.23 00:00:00;6.52;12.12;6.06;
3;19.01.23 00:00:00;6.52;12.12;6.06;
3;20.01.23 00:00:00;6.52;12.12;6.06;
3;21.01.23 00:00:00;6.52;12.12;6.06;
3;22.01.23 00:00:00;6.52;12.12;6.06;
3;23.01.23 00:00:00;6.52;12.12;6.06;
3;24.01.23 00:00:00;6.52;12.12;6.06;
3;25.01.23 00:00:00;6.52;12.12;6.06;
3;26.01.23 00:00:00;6.52;12.12;6.06;
3;27.01.23 00:00:00;6.52;12.12;6.06;
3;28.01.23 00:00:00;6.52;12.12;6.06;
3;29.01.23 00:00:00;6.52;12.12;6.06;
3;30.01.23 00:00:00;6.52;12.12;6.06;
3;31.01.23 00:00:00;6.52;12.12;6.06;
3;01.02.23 00:00:00;6.52;12.12;6.06;
3;02.02.23 00:00:00;6.52;12.12;6.06;
3;03.02.23 00:00:00;6.52;12.12;6.06;
3;04.02.23 00:00:00;6.52;12.12;6.06;
3;05.02.23 00:00:00;6.52;12.12;6.06;
3;06.02.23 00:00:00;6.52;12.12;6.06;
3;07.02.23 00:00:00;6.52;12.12;6.06;
3;08.02.23 00:00:00;6.52;12.12;6.06;
3;09.02.23 00:00:00;6.52;12.12;6.06;
3;10.02.23 00:00:00;6.52;12.12;6.06;
3;11.02.23 00:00:00;6.52;12.12;6.06;
3;12.02.23 00:00:00;6.52;12.12;6.06;
3;13.02.23 00:00:00;6.52;12.12;6.06;
3;14.02.23 00:00:00;6.52;12.12;6.06;
3;15.02.23 00:00:00;6.52;12.12;6.06;
3;16.02.23 00:00:00;6.52;12.12;6.06;
3;17.02.23 00:00:00;6.52;12.12;6.06;
3;18.02.23 00:00:00;6.52;12.12;6.06;
3;19.02.23 00:00:00;6.52;12.12;6.06;
3;20.02.23 00:00:00;6.52;12.12;6.06;
3;21.02.23 00:00:00;6.52;12.12;6.06;
3;22.02.23 00:00:00;6.52;12.12;6.06;
3;23.02.23 00:00:00;6.52;12.12;6.06;
3;24.02.23 00:00:00;6.52;12.12;6.06;
3;25.02.23 00:00:00;6.52;12.12;6.06;
3;26.02.23 00:00:00;6.52;12.12;6.06;
3;27.02.23 00:00:00;6.52;12.12;6.06;
3;28.02.23 00:00:00;6.52;12.12;6.06;
3;01.03.23 00:00:00;6.52;12.12;6.06;
3;02.03.23 00:00:00;6.52;12.12;6.06;
3;03.03.23 00:00:00;6.52;12.12;6.06;
3;04.03.23 00:00:00;6.52;12.12;6.06;
3;05.03.23 00:00:00;6.52;12.12;6.06;
3;06.03.23 00:00:00;6.52;12.12;6.06;
3;07.03.23 00:00:00;6.52;12.12;6.06;
3;08.03.23 00:00:00;6.52;12.12;6.06;
3;09.03.23 00:00:00;6.52;12.12;6.06;
3;10.03.23 00:00:00;6.52;12.12;6.06;
3;11.03.23 00:00:00;6.52;12.12;6.06;
3;12.03.23 00:00:00;6.52;12.12;6.06;
3;13.03.23 00:00:00;6.52;12.12;6.06;
3;14.03.23 00:00:00;6.52;12.12;6.06;
3;15.03.23 00:00:00;6.52;12.12;6.06;
3;16.03.23 00:00:00;6.52;12.12;6.06;
3;17.03.23 00:00:00;6.52;12.12;6.06;
3;18.03.23 00:00:00;6.52;12.12;6.06;
3;19.03.23 00:00:00;6.52;12.12;6.06;
3;20.03.23 00:00:00;6.52;12.12;6.06;
3;21.03.23 00:00:00;6.52;12.12;6.06;
3;22.03.23 00:00:00;6.52;12.12;6.06;
3;23.03.23 00:00:00;6.52;12.12;6.06;
3;24.03.23 00:00:00;6.52;12.12;6.06;
3;25.03.23 00:00:00;6.52;12.12;6.06;
3;26.03.23 00:00:00;6.52;12.12;6.06;
3;27.03.23 01:00:00;6.52;12.12;6.06;
3;28.03.23 01:00:00;6.52;12.12;6.06;
3;29.03.23 01:00:00;6.52;12.12;6.06;
3;30.03.23 01:00:00;6.52;12.12;6.06;
3;31.03.23 01:00:00;6.52;12.12;6.06;
3;01.04.23 01:00:00;6.52;12.12;6.06;
3;02.04.23 01:00:00;6.52;12.12;6.06;
3;03.04.23 01:00:00;6.52;12.12;6.06;
3;04.04.23 01:00:00;6.52;12.12;6.06;
3;05.04.23 01:00:00;6.52;12.12;6.06;
3;06.04.23 01:00:00;6.52;12.12;6.06;
3;07.04.23 01:00:00;6.52;12.12;6.06;
3;08.04.23 01:00:00;6.52;12.12;6.06;
3;09.04.23 01:00:00;6.52;12.12;6.06;
3;10.04.23 01:00:00;6.52;12.12;6.06;
3;11.04.23 01:00:00;6.52;12.12;6.06;
3;12.04.23 01:00:00;6.52;12.12;6.06;
3;13.04.23 01:00:00;6.52;12.12;6.06;
3;14.04.23 01:00:00;6.52;12.12;6.06;
3;15.04.23 01:00:00;6.52;12.12;6.06;
3;16.04.23 01:00:00;6.52;12.12;6.06;
3;17.04.23 01:00:00;6.52;12.12;6.06;
3;18.04.23 01:00:00;6.52;12.12;6.06;
3;19.04.23 01:00:00;6.52;12.12;6.06;
3;20.04.23 01:00:00;6.52;12.12;6.06;
3;21.04.23 01:00:00;6.52;12.12;6.06;
3;22.04.23 01:00:00;6.52;12.12;6.06;
3;23.04.23 01:00:00;6.52;12.12;6.06;
3;24.04.23 01:00:00;6.52;12.12;6.06;
3;25.04.23 01:00:00;6.52;12.12;6.06;
3;26.04.23 01:00:00;6.52;12.12;6.06;
3;27.04.23 01:00:00;6.52;12.12;6.06;
3;28.04.23 01:00:00;6.52;12.12;6.06;
3;29.04.23 01:00:00;6.52;12.12;6.06;
3;30.04.23 01:00:00;6.52;12.12;6.06;
